"Scientific_name","Isolation_type","Location","Isolation_source","Host","Collection_date","Isolate","Strand","Element_symbol","Type","Method","Genus","Species"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665674.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665674.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665693.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665693.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665701.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665701.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665707.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665707.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665711.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665711.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665724.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665724.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665736.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665736.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665747.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665747.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665749.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665749.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665751.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665751.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665754.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665754.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665754.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665755.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665755.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665760.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665760.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665761.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665761.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665770.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665770.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665780.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665780.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665788.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665788.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665789.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665789.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665795.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665795.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665797.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665797.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665798.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665798.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665802.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665802.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665807.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665807.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665809.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665809.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665811.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665811.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665813.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665813.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665815.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665815.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665816.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665816.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665828.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665828.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665829.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665829.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665830.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665830.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665833.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665833.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665834.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665834.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665835.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665835.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665839.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665839.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001905940.1","-","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001905940.1","+","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001905954.1","-","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001905954.1","+","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001905955.1","-","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001905955.1","+","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001927731.1","-","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001927731.1","+","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001927736.1","-","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001927736.1","+","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001927766.1","-","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Vibrio cholerae","unknown",NA,"unknown","unknown",NA,"PDT001927766.1","+","blaSCO-1","AMR","ALLELEP","Vibrio","Vibrio cholerae"
"Acinetobacter baumannii","clinical","Argentina","unknown","human",NA,"PDT002487912.1","+","blaSCO-1","AMR","ALLELEP","Acinetobacter","Acinetobacter baumannii"
"Acinetobacter baumannii","clinical","Argentina","unknown","human",NA,"PDT002487913.1","-","blaSCO-1","AMR","ALLELEP","Acinetobacter","Acinetobacter baumannii"
"Salmonella Isangi","clinical","South Africa","unknown","human",NA,"PDT002622818.1","-","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella Isangi","clinical","South Africa","unknown","human",NA,"PDT002622819.1","-","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella Isangi","clinical","South Africa","unknown","human",NA,"PDT002626896.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella Isangi","clinical","South Africa","unknown","human",NA,"PDT002626899.1","-","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Klebsiella pneumoniae","clinical","Nigeria","unknown","human",NA,"PDT002674876.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Nigeria","unknown","human",NA,"PDT002674888.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Nigeria","unknown","human",NA,"PDT002674901.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Nigeria","unknown","human",NA,"PDT002674912.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Nigeria","unknown","human",NA,"PDT002674927.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Nigeria","unknown","human",NA,"PDT002674939.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Nigeria","unknown","human",NA,"PDT002674957.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella quasipneumoniae","unknown",NA,"unknown","unknown",NA,"PDT002678119.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella quasipneumoniae"
